MO_Energy_eV,Cl-Hg,Cl-S,Hg-S
-8.997100675909508,0.058464390638340864,0.003022233546149777,0.14803807285517445
-8.979340515747804,0.03696582924938347,0.0024240290074524153,0.14889977439810184
-8.974583728149316,0.027133443136018304,0.001720250407349844,0.17551908403872948
-8.970615190652088,0.03890972015744817,0.0025876251316257325,0.14192621803605546
-8.951635106747254,0.04401995965505177,0.0025681307492678696,0.1171994457069899
-8.946308559357462,0.04626857806397087,0.002905290641039937,0.11669159000569297
-8.91739088866952,0.094398122220738,0.004417538236305624,0.11930645056566226
-8.909954534696718,0.07885558225946392,0.0038667823545869913,0.12187147834179896
-8.8814705254571,0.0618074597284493,0.003082934171556557,0.10631086402232186
-8.858454682196284,0.034530817094754904,0.002568694484924222,0.154938022138202
-8.852909698006712,0.05055228181474886,0.001811212786887544,0.08918853634910817
-8.827597542899394,0.019534534866068765,0.0011132193518111112,0.14594291343204102
-8.818034217063317,0.03727432877908409,0.002145470497286095,0.15321393424556212
-8.816196037534409,0.05663403802802059,0.002553120825660778,0.10818749263585778
-8.792216540601473,0.04212930607184882,0.0020785410083747962,0.12281626191021852
-8.787611987638893,0.04269038235489894,0.002118775337482159,0.12465107115068401
-8.781771695332738,0.0330069490112094,0.0023395558010409698,0.14937539357731283
-8.765625700383278,0.04451237879399612,0.003007675249542165,0.14021884755265687
-8.763522221778228,0.04592570309857396,0.003158887351399712,0.13850832149816272
-8.748887398396612,0.03146109076940008,0.0020424842522770753,0.15965735421718844
-8.741869722367253,0.0640007736369514,0.0032637198453630166,0.11885658351900463
-8.723968490222349,0.043638636435160555,0.0031260023201140023,0.11581399301561819
-8.71144208919351,0.05024889131627211,0.001656914094556761,0.07583290980050164
-8.68386408576108,0.06579079381559137,0.0028507690276826326,0.09466228523177846
-8.660091679071332,0.04955359587772018,0.003010361856336212,0.12463930093365444
-8.64418327287847,0.045339848084243996,0.0024067236652053525,0.13810941509979288
-8.627719861709025,0.037667639867708165,0.0024489394638998003,0.12080703402410833
-8.564020449549536,0.03178109868488001,0.0009166771049580425,0.11800986714459309
-8.555187367823748,0.0421615977970583,0.0020499155182271242,0.059272962808585364
-8.525138961018317,0.06240696780394801,0.0025131096654499715,0.05222762962814903
-8.506958454092736,0.05412111073592347,0.002016996285923458,0.08817345359468721
-8.50144015787562,0.04903574300570364,0.0025692103135209654,0.06618424098892692
-8.49999359300002,0.0708910431199072,0.0028178056411040475,0.05850591015681965
-8.495692401604362,0.039444527239593,0.0016855310160456475,0.09370995714599974
-8.485057845756277,0.0399054138339203,0.002286947185472557,0.06155709565642688
-8.47215223234555,0.08343371137868023,0.0037225558496360514,0.0763205156998515
-8.455450876324099,0.04965287049072972,0.001336482910953188,0.07350044053727904
-8.454006375559773,0.08931443844673416,0.0039023790934467335,0.07264404978059764
-8.408629622468634,0.04412873890470616,0.002019224393595173,0.08180348574465784
-8.373239282335405,0.03355495602387141,5.497065258706496e-05,0.04440366081385759
-8.370086006837523,0.045740848773264335,0.0015430962918745932,0.06318237833927022
-8.2920911460002,0.03820909221880268,8.96446134099254e-05,0.007858507486803857
-8.27835520875427,0.02395673901311393,0.0012641248512176388,0.055711348023508474
-8.206450152049044,0.08974245402553299,-0.0019492166269326986,-0.006027434348423112
-8.15472531642108,0.06942116104094861,-0.0015068663622108,0.02645924459504105
-8.00204806260377,0.05376881650749297,0.0003433064454159717,-0.025322212709718798
-7.990502314121901,0.049412352929829415,-0.0003115870138034059,-0.0291660695313022
-7.971994111388243,0.07740094966397254,0.0002797997224479058,-0.04161771478889591
-7.96502893995993,0.0811552139203267,0.00016605154243047894,-0.04437139216068411
-7.763508264863178,0.025671194149664168,0.006056638093901437,0.14706273600078218
-7.758295162485771,0.025650330312166875,0.006042418375898511,0.14642225115923968
-7.721191229941724,0.05841647903240312,-0.0014823520701013595,-0.09980551845019535
-7.692219008824455,0.022438400833621256,-0.000368729697739953,-0.041071631100079116
-7.689466890649965,0.04186192127247908,-0.0006746048256906293,-0.053627959949800214
-7.416192364584456,0.023016453937608698,0.0025753631615618505,0.07612819914264203
-7.403353781365952,0.023785516251258052,0.0016659780260288894,0.0716404629537246
-7.36601693964885,0.03426246433627387,0.005211127533136937,0.0577978552818111
-7.357493179080631,0.027895199032226363,0.00891464748042412,0.11292899163282563
-7.350018174182256,0.018250457584490797,0.01163410931003752,0.13354075055318526
-7.332957512350437,0.02707902588456506,0.008521316111642372,0.10191245215151762
-7.251206419501326,0.02945872877579956,-0.00022744424354417052,-0.06878295948949198
-7.240573199766926,0.05151448001489521,0.0022353853190181044,0.08895827325569747
-7.204584310390175,0.04766302689512033,0.0025819543098099364,0.09050267410108495
-7.150571437458329,0.020398013911149218,0.00017312175811680144,0.09703809292243143
-7.126269767221109,0.02348096753274878,0.0022393568351361756,0.07065956192068952
-7.120502257779815,0.026964183922066322,0.003811181917472804,0.11793159487130961
-7.112010330211264,0.026333902141942055,0.004157645478606973,0.11362769784145041
-7.085679239311672,0.024517328955252302,0.0036251533373769193,0.09330419974496244
-7.048383181089488,0.019545352206225972,0.0038177488424953167,0.10751790545581502
-7.037194727065487,0.019542776932993968,0.004063298643006705,0.0863941939108274
-7.013945266754568,0.023256503249767677,0.0052502585532944865,0.09489210011041134
-7.005896925832086,0.03096211594422398,0.0023838810478081,0.054728225888439966
-6.9938175370295,0.026371487548865046,0.006864035226641916,0.1042359550697532
-6.927989114868599,0.03612490972307389,-0.0004636402442652217,0.04339788151486548
-6.924170519044633,0.031858807654629825,0.003729044592600074,0.05951556095913506
-6.922386904721148,0.026284093342056558,0.0033583028847209554,0.07507821686254772
-6.9181905349241655,0.02600269355135329,0.0018418430244653856,0.06484872958400491
-6.908925189621822,0.030121123905050798,0.0031370861730692576,0.06256855220358745
-6.902951967231382,0.029945006609644855,0.003051741691673174,0.07361280117251467
-6.894839393363309,0.0180332657012111,0.0027261605948848398,0.06923870285899988
-6.869528681758008,0.02307799572926476,0.0020989313902556195,0.06735576977476596
-6.861650429070718,0.027746695359993214,0.003702162938729159,0.06781533221602035
-6.85749951684406,0.02618923159897032,0.0029685200730804042,0.07312783879553174
-6.834164117375283,0.021863182183034888,0.001961473000762574,0.04951858679404097
-6.831385858160778,0.019870603205928948,0.002318763564969384,0.059201434876151544
-6.8163182613283615,0.026581026939649435,0.0013479019038155574,0.05711565958598982
-6.81117978704518,0.025269458096999948,0.0005528168232332684,0.0340027584904576
-6.783849504224273,0.016242539943679014,0.004346933057536494,0.07013024216517616
-6.778218349343193,0.025635389308755252,0.00015856471227387997,0.04056587388460061
-6.7477872083046755,0.025104489771589317,0.0003939554649793014,0.03158112881708988
-6.73945789017492,0.021181531875803607,0.00034036493869634294,0.06127981301196896
-6.737759696157384,0.020670768072813466,0.0017800038424920298,0.06567174033799641
-6.73561139542344,0.021257893032494216,0.0002895318304534813,0.0564725780697513
-6.721567510415199,0.0231328205634556,0.0027661558504949685,0.049373808563606805
-6.709409897636614,0.017887717004690357,-0.0023679944838740103,0.0467850019060718
-6.658476157828428,0.02572317124171954,0.004521483282834644,0.037456349237215934
-6.654204171517894,0.020595598713996816,-0.005747563507438621,0.0466813892926854
-6.648972103218461,0.00650879282596964,4.1206452062412255e-06,0.09742885747307951
-6.640960411643397,0.017273770549492962,-0.0008295981607497861,0.04457758017755209
-6.639646414388951,0.019979543742793145,-0.00011207804894311298,0.04438980580956645
-6.628115020629557,0.0258000916427594,0.000487338840661804,0.041718585879908864
-6.624589187614704,0.0191663331815188,-0.0003588019555902075,0.04444640307462569
-6.610241680450394,0.01856482253709058,-0.005290860086371947,0.03851879915812374
-6.589643895393424,0.01594493159793743,0.0007198902981726282,0.03802972369794687
-6.584165007414484,0.01624299853216876,0.0017139331549479626,0.04481787184561568
-6.578373309257507,0.00836980567645976,-0.0016997224392686495,0.06182353765310338
-6.575654744900761,0.01923494889323422,-0.0004716917447401295,0.029403833437826564
-6.566788335502529,0.020257801277019448,-0.0015688860242206437,0.026317915582377956
-6.560722831560606,0.0028920233307616937,-0.0018599753727390966,0.06458673641782876
-6.558645747197199,0.019312124829465524,0.002733401754033211,0.031899345064684746
-6.54669851861986,0.014039661862130005,-0.002268339976983371,0.03792626758300678
-6.5349450850919775,0.0171302716284827,8.020359013696321e-05,0.0337140070434095
-6.52997747320719,0.007959534562492168,-0.0022867750642841687,0.06533754275375141
-6.526590302349889,0.009704563011809407,-0.0013749187473263208,0.040918334592840284
-6.5217516758393765,0.010323856192712137,-0.0018065665476056784,0.041606841224399796
-6.503893316495515,0.014282798177629246,-0.0023723125331268544,0.04319977153489436
-6.483115955629541,0.014127403945703047,-0.004583712243808121,0.043347202321811655
-6.459724157864559,0.01005099429062266,-0.0035941880572588464,0.03089843573526506
-6.451940190426283,0.011472347247802545,-0.004025271103375169,0.036575728875701166
-6.44300405657423,0.017933044742087366,2.8608162183870326e-06,0.028833093950500436
-6.4123073061588025,-0.0006049370923721841,-0.005978467665608857,0.03759945830746274
-6.404192720736904,0.013984000102392752,-0.006897414648918156,0.01859129250497201
-6.40355931877173,0.003417528491964187,-0.00644399526671304,0.032717529313177125
-6.402271952879786,0.008183656216054373,-0.004024336817700242,0.02639742412071048
-6.379337095434348,0.012385489289598062,-8.231270255699426e-05,0.03385065676868345
-6.374864262073201,0.0050750123948721405,-0.0028134566430694707,0.031885085168619286
-6.366421850985464,0.003223712414504702,-0.0034939329150781477,0.03826936911888556
-6.3300543003610015,-0.0016160974899613381,-0.008990935630520829,0.02869835624283407
-6.323062032142002,0.003093221465416435,-0.005354024796753146,0.02769170830778963
-6.30894426436798,0.00034942356824121316,-0.0029740434671520193,0.051480219727198295
