Energy_eV,Cl,Hg,Se
-8.995000000000001,18.082379607788045,97.72103960691486,122.31232421643257
-8.985,19.399665654676593,104.6812261322237,131.01345888063537
-8.975000000000001,20.649918293089762,111.22045960497982,139.1824626931169
-8.965,21.820798083914486,117.26002475016236,146.7196053020233
-8.955000000000002,22.903545779100234,122.73995920902715,153.54858862147162
-8.945,23.89306342912631,127.62004561740451,159.6178424797716
-8.935000000000002,24.787725930168463,131.87950033768925,164.9001985250727
-8.925,25.588950214518437,135.51547978110747,169.3910914617176
-8.915000000000003,26.300571379898955,138.5406248338109,173.10556047875932
-8.905000000000001,26.928091996801207,140.97993699361723,176.0744144650334
-8.895000000000003,27.47788092615894,142.86731996949987,178.33997426439672
-8.885000000000002,27.956400230191917,144.2421249480309,179.95181044813856
-8.875000000000004,28.36953298242316,145.1460075661846,180.96285728421418
-8.865000000000002,28.72207163022431,145.62034450129653,181.42620864159585
-8.855000000000004,29.01740747364907,145.7043751717188,181.39279911717614
-8.845000000000002,29.25743889399396,145.4341392107322,180.9100560667468
-8.835000000000004,29.442691737169508,144.8421841557433,180.02148921495763
-8.825000000000003,29.57262244107452,143.95793114774781,178.76707775012497
-8.815000000000005,29.646055650737903,142.80851899671688,177.1842322181211
-8.805000000000003,29.661695274716035,141.41990586568886,175.30905889268303
-8.795000000000005,29.61864253953213,139.8179967706179,173.17764210271216
-8.785000000000004,29.516857010535407,138.0295838952056,170.82708484566206
-8.775000000000006,29.357506210726427,136.08293135605598,168.2961047324012
-8.765000000000004,29.14316495007644,134.00789930203234,165.62506174582853
-8.755000000000006,28.877844687563673,131.83557479955118,162.85538475967212
-8.745000000000005,28.56685375175526,129.5974489027399,160.02845281046874
-8.735000000000007,28.216508604677337,127.32424151678964,157.18406339511023
-8.725000000000005,27.833732420347616,125.04452108554447,154.35867488374396
-8.715000000000007,27.42558848558694,122.78329059745201,151.58363845660378
-8.705000000000005,26.998801420417486,120.56071386303014,148.88363571361938
-8.695000000000007,26.55931876619103,118.39113826697879,146.2755137552478
-8.685000000000006,26.111959541485234,116.28253616644582,143.7676652284983
-8.675000000000008,25.660185858084013,114.23644193636335,141.3600431751954
-8.665000000000006,25.206019902153134,112.2484108047785,139.04483641282724
-8.655000000000008,24.750112986039277,110.30897413049863,136.80776692635914
-8.645000000000007,24.29195748545369,108.40501790533864,134.6299115558504
-8.635000000000009,23.830217764629023,106.52147036826086,132.48990013687308
-8.625000000000007,23.363143987988803,104.6431532774476,130.36630419795466
-8.615000000000009,22.889024131908215,102.7566316112953,128.24000666903083
-8.605000000000008,22.406625359023288,100.85188985872622,126.09633569332456
-8.59500000000001,21.91557664406774,98.92367079421815,123.92675603534948
-8.585000000000008,21.416650154458974,96.97233528602477,121.72994056330793
-8.57500000000001,20.911908932791178,95.00413888886766,119.51209158188294
-8.565000000000008,20.404701985342403,93.0308710456782,117.28644550747171
-8.55500000000001,19.899503639555295,91.06886240436646,115.07197057925742
-8.545000000000009,19.401610407023455,89.13743014596011,112.8913498720985
-8.53500000000001,18.91672387532094,87.25689403234423,110.76842278649248
-8.52500000000001,18.450460720221262,85.44635000481401,108.72532818183036
-8.515000000000011,18.007839399269912,83.72142649978862,106.77964200493514
-8.50500000000001,17.592796485377484,82.09226509920768,104.94182346165748
-8.495000000000012,17.20778347133932,80.56195760851386,103.2132708814064
-8.48500000000001,16.853487345414045,79.12563491064606,101.58523959809577
-8.475000000000012,16.52870600246434,77.77034111563643,100.03879212254844
-8.46500000000001,16.230393831578663,76.4757452215551,98.54584302979556
-8.455000000000013,15.95387523688507,75.21565039667352,97.07123892806446
-8.445000000000011,15.693206287101564,73.96016890619737,95.57569215002195
-8.435000000000013,15.44164910047147,72.67835027399828,94.01928105244755
-8.425000000000011,15.192211754929033,71.3409923426488,92.3651545847099
-8.415000000000013,14.938199899833444,69.9233379198726,90.58304533766236
-8.405000000000012,14.673725700455723,68.40736832404798,88.6522096626313
-8.395000000000014,14.39412542393417,66.7834493095169,86.5634753002421
-8.385000000000012,14.096248257036315,65.05115957658518,84.32017925724726
-8.375000000000014,13.778594482319503,63.21922797279699,81.93790851252047
-8.365000000000013,13.441299001793007,61.30461006320646,79.44309649992803
-8.355000000000015,13.08597412693022,59.33083415320739,76.87066054664388
-8.345000000000013,12.7154412714977,57.325827979973624,74.26097203255826
-8.335000000000015,12.333392713467525,55.31948972729804,71.65651825401326
-8.325000000000014,11.944030545237617,53.34128456262524,69.0986349007594
-8.315000000000015,11.55172969891102,51.418129410084234,66.62465964472008
-8.305000000000014,11.160765758622633,49.572778119481924,64.26578638780323
-8.295000000000016,10.775137188981498,47.82284484994033,62.04579774309254
-8.285000000000014,10.398497263675678,46.180516540491084,59.98073560340349
-8.275000000000016,10.03419536722343,44.65291806867394,58.07945275151276
-8.265000000000015,9.685412514218626,43.243017605812256,56.34488772159748
-8.255000000000017,9.355363702974033,41.95090385696409,54.775832454717836
-8.245000000000015,9.047531459681185,40.775236857950716,53.36892471600296
-8.235000000000017,8.765891411792527,39.71467125731279,52.12059624216324
-8.225000000000016,8.51509210575115,38.76907310166968,51.02873941753931
-8.215000000000018,8.3005571313172,37.94039249319837,50.09391205477499
-8.205000000000016,8.12848705471919,37.23310756499529,49.31997122411908
-8.195000000000018,8.005750516604426,36.6542119038547,48.71410208447106
-8.185000000000016,7.939666792778285,36.212770436753075,48.28627655028242
-8.175000000000018,7.937694804948087,35.91911221487172,48.04823214015152
-8.165000000000017,8.007054742224733,35.783759107291466,48.01209949879745
-8.155000000000019,8.154316986931729,35.81620615778456,48.18882712513208
-8.145000000000017,8.38499798487722,36.023673254616185,48.586555679143956
-8.13500000000002,8.703203342463128,36.40994110626915,49.209085390655446
-8.125000000000018,9.11135435436428,36.97437009760431,50.0545625057984
-8.11500000000002,9.610025360495973,37.7111810201477,51.114487778712906
-8.105000000000018,10.197906335601528,38.60905391082376,52.37312400151633
-8.09500000000002,10.87188912102807,39.65107659454947,53.807351520014876
-8.085000000000019,11.627258607638156,40.81504887576448,55.386990891951484
-8.07500000000002,12.457954475580225,42.07412254638963,57.07558056203864
-8.065000000000019,13.356857648424896,43.39773281931885,58.8315656369865
-8.055000000000021,14.316051198299846,44.752755509046374,60.609823749925
-8.04500000000002,15.327010160535004,46.10480891759502,62.36342903402331
-8.035000000000021,16.380689433476196,47.41961271011453,64.04553945259094
-8.02500000000002,17.46750274218099,48.66432017827596,65.61128983034303
-8.015000000000022,18.577215621428575,49.8087557567229,67.01958492041068
-8.00500000000002,19.698806751532317,50.8265148376493,68.23471301495674
-7.995000000000021,20.820378709702318,51.69591374893291,69.22773698131202
-7.985000000000022,21.92921493511955,52.400808114988905,69.97765919071733
-7.975000000000022,23.012079043589523,52.93132059631848,70.4723907482306
-7.965000000000022,24.055832362506575,53.284527597291365,70.70957486113818
-7.955000000000022,25.048405684186527,53.46514450369161,70.69731238852611
-7.9450000000000225,25.980105441983024,53.486219511827215,70.45481202018671
-7.935000000000023,26.845169984195593,53.36980066471088,70.01294094958172
-7.925000000000023,27.643428127912983,53.14748710207648,69.41459266627731
-7.915000000000023,28.38186056817642,52.8607247088821,68.71472931961247
-7.905000000000023,29.0758350776218,52.56067050977428,67.97991185136391
-7.8950000000000236,29.749786236537613,52.30744037497864,67.28711579414477
-7.885000000000024,30.437143102144304,52.16857846528768,66.72165445631083
-7.875000000000024,31.179372328092693,52.216646628423035,66.37409800020772
-7.865000000000024,32.02409353167796,52.525923723413804,66.33618280828678
-7.855000000000024,33.022327949695075,53.168318643581074,66.69583902348991
-7.845000000000025,34.22504789289147,54.20872198105902,67.53160760604482
-7.835000000000025,35.67928979099528,55.70013262719486,68.90685053365365
-7.825000000000025,37.42416546494566,57.67897998793235,70.86425756410222
-7.815000000000025,39.487145152758046,60.1611054162796,73.42120214309597
-7.8050000000000255,41.88098606125574,63.13885825889845,76.56648550304647
-7.795000000000026,44.60164049206746,66.579699200611,80.25892769923907
-7.785000000000026,47.6274009335131,70.42658985596361,84.42812199790512
-7.775000000000026,50.9194328776836,74.60029284513192,88.97747775540967
-7.765000000000026,54.423719631351794,79.00352640110191,93.78945663929719
-7.7550000000000265,58.07430934253098,83.52673110824342,98.73268214422751
-7.745000000000027,61.79762623060997,88.05503445377086,103.67039881212207
-7.735000000000027,65.51749880371116,92.47586145459249,108.46959976675586
-7.725000000000027,69.16047945620724,96.68655349670935,113.01004892420615
-7.715000000000027,72.66099134273074,100.6013341999298,117.19241020467636
-7.705000000000028,75.96584505989755,104.15700521809245,120.94476398201112
-7.695000000000028,79.03771998738881,107.31686329237021,124.22693492644309
-7.685000000000028,81.85729865956792,110.07249184457882,127.03226019057922
-7.675000000000028,84.42386800228972,112.4432786655544,129.38666995769623
-7.6650000000000285,86.75434560631892,114.47372411335783,131.34520646540918
-7.655000000000029,88.88083708815203,116.22880830761507,132.9863443884816
-7.645000000000029,90.84696636285636,117.78785910589684,134.4046692259816
-7.635000000000029,92.70333036972345,119.23748746124794,135.70260143793712
-7.625000000000029,94.50250293090268,120.66422183914281,136.98191131836955
-7.6150000000000295,96.29404306203061,122.14747509283205,138.33575130594292
-7.60500000000003,98.11995027744075,123.75341950840162,139.841846054618
-7.59500000000003,100.01095698665569,125.53023898026402,141.55734087357857
-7.58500000000003,101.9839634045252,127.50508618665408,143.51563544749496
