Energy_eV,Cl,Se,Zn
-8.995000000000001,31.317654967537194,38.83258072059398,45.996067608006264
-8.985,32.48515916517866,40.13844465555457,47.515025329687134
-8.975000000000001,33.467851648555516,41.202432012826485,48.74223713501877
-8.965,34.28141894772684,42.04802208626336,49.705874205494766
-8.955000000000002,34.94952135073302,42.70904872363825,50.44655553836309
-8.945,35.501573333298374,43.22671609879219,51.0137789493033
-8.935000000000002,35.97009534298608,43.64607059575965,51.46169997437634
-8.925,36.38786742357622,44.01223214403383,51.84462227719824
-8.915000000000003,36.785130715255896,44.36670600253868,52.21258361905679
-8.905000000000001,37.18707597340628,44.74408447932441,52.60740677281755
-8.895000000000003,37.61183016394572,45.16940947950665,53.059537743828024
-8.885000000000002,38.06910576897019,45.65640521650136,53.58591956377453
-8.875000000000004,38.559616831557385,46.20671158284818,54.18905582053189
-8.865000000000002,39.07529620543127,46.81015940768228,54.857312306655416
-8.855000000000004,39.600276011707095,47.44603681060114,55.56639682709488
-8.845000000000002,40.11252453732902,48.08520923355415,56.281855741199124
-8.835000000000004,40.58597441871973,48.692882563287064,56.96234040484903
-8.825000000000003,40.99293505619457,49.23174632364764,57.56333547640257
-8.815000000000005,41.306561551410994,49.66520780865024,58.041010237883384
-8.805000000000003,41.503155617245056,49.960431221101025,58.355856905126295
-8.795000000000005,41.56410061079163,50.090928009352865,58.475815888368444
-8.785000000000004,41.47727972179652,50.03850163413617,58.37865260920539
-8.775000000000006,41.23788721287089,49.79442456900274,58.053435552241396
-8.765000000000004,40.84860925355875,49.359807659578365,57.50105981358088
-8.755000000000006,40.31921440799448,48.74520135384433,56.73385253064454
-8.745000000000005,39.665646127290394,47.969534959835016,55.7743751574508
-8.735000000000007,38.908744803276605,47.05854674508416,54.65359426194841
-8.725000000000005,38.072742445915324,46.04288090061521,53.4086231619982
-8.715000000000007,37.18366982493627,44.95602791439303,52.080241729053455
-8.705000000000005,36.26779809991436,43.8322672752346,50.710385719574525
-8.695000000000007,35.35021073924759,42.704742718385276,49.33976754893314
-8.685000000000006,34.453573605222715,41.60376823042938,48.00575593738887
-8.675000000000008,33.59714709578695,40.55543442524093,46.74060965024211
-8.665000000000006,32.79606748424719,39.58056371304053,45.57013515266344
-8.655000000000008,32.060915428014454,38.694049521517314,44.51282026846259
-8.645000000000007,31.397585580867887,37.90460703319796,43.57948321019191
-8.635000000000009,30.807468022569022,37.2149555850394,42.773463561296765
-8.625000000000007,30.287945046855704,36.6224405568865,42.09136324371856
-8.615000000000009,29.833192059715895,36.120081022048296,41.52431687812576
-8.605000000000008,29.43524765251532,35.6979971880215,41.05973096995991
-8.59500000000001,29.085287092152207,35.34513085844062,40.68338270563821
-8.585000000000008,28.77500018343671,35.05112842119591,40.38171828886273
-8.57500000000001,28.497945368140016,34.80821727345561,40.144146779554646
-8.565000000000008,28.2507342015128,34.612881902001426,39.96509810165454
-8.55500000000001,28.033899985634136,34.46714252429686,39.845611509538564
-8.545000000000009,27.852324670689445,34.379261649758874,39.79424806778428
-8.53500000000001,27.71513888573732,34.36375226565582,39.82717751290512
-8.52500000000001,27.63506706528816,34.440631156168806,39.967371026330994
-8.515000000000011,27.62725584235402,34.63394377528115,40.242927387332514
-8.50500000000001,27.70768996960597,34.96967224064877,40.68465834852323
-8.495000000000012,27.89135642097202,35.47321383490097,41.323146832151636
-8.48500000000001,28.190355658695278,36.16667352620374,42.185557025776596
-8.475000000000012,28.6121735157578,37.06624285186361,43.2925101395082
-8.46500000000001,29.1583153026883,38.17993522674385,44.655339185226765
-8.455000000000013,29.823466778385107,39.50591464867655,46.2740009453794
-8.445000000000011,30.595289016782385,41.03159503311855,48.1358578518169
-8.435000000000013,31.45488303085431,42.733608269193255,50.21545471366673
-8.425000000000011,32.377883954888375,44.57864984187676,52.475315264142964
-8.415000000000013,33.33607281014525,46.52512168297129,54.86768246105845
-8.405000000000012,34.299334995676524,48.525412712120826,57.33703527204667
-8.395000000000014,35.23775573759165,50.528596940335575,59.82314290747772
-8.385000000000012,36.12362856847471,52.48329351382792,62.26437253842764
-8.375000000000014,36.93316539067173,54.340426331410505,64.60095293672873
-8.365000000000013,37.64773453050051,56.055643266769756,66.7779152473251
-8.355000000000015,38.25451200272095,57.591203553330715,68.7474806283241
-8.345000000000013,38.74650381955117,58.91721034337468,70.47073660821097
-8.335000000000015,39.1219744688073,60.01214507378247,71.91853056997442
-8.325000000000014,39.38338865986618,60.862740766192914,73.07159867741555
-8.315000000000015,39.536030565147094,61.463302280191336,73.92003016446017
-8.305000000000014,39.58649937287994,61.81463365238728,74.46222966992048
-8.295000000000016,39.5412873472254,61.92275953750717,74.70357639821562
-8.285000000000014,39.40562593015372,61.79762675439186,74.65498453360648
-8.275000000000016,39.182739953837796,61.451944657699755,74.33154548986502
-8.265000000000015,38.87358666581529,60.90027522428676,73.75138487335101
-8.255000000000017,38.47708454886596,60.158424250482824,72.93480488088223
-8.245000000000015,37.9907675493703,59.243124450416154,71.90371780026727
-8.235000000000017,37.41174347354131,58.171949889697075,70.6813199728774
-8.225000000000016,36.737798962558735,56.96336742668922,69.29191761984904
-8.215000000000018,35.968482180578086,55.63681951253526,67.76080213081661
-8.205000000000016,35.106008617382365,54.21274434687537,66.11408372050145
-8.195000000000018,34.155871645263886,52.712470196886485,64.37842476733533
-8.185000000000016,33.12709078693113,51.157963348121804,62.580659550637606
