MO_Energy_eV,Cl-Hg,Cl-Se,Hg-Se
-8.993433772990478,0.020707558720879597,-0.001249974759262892,-0.07456229445587648
-8.988958982287235,0.029683428057092,-0.0019684123099988067,-0.06516468516788554
-8.979905607279079,0.027889085399712188,-0.0017336892617867358,-0.05871967934254903
-8.977086611741614,0.028982177945912835,-0.001655970986064842,-0.059620959443777606
-8.973691766230782,0.039022076102509524,-0.002061860495107586,-0.06088633362526307
-8.970031443762805,0.031584727565703664,-0.0017334856689345064,-0.06289204528763764
-8.962669109965137,0.03196103138752909,-0.00203805077433064,-0.06087404728896779
-8.957706544623814,0.02682907759653098,-0.001666920872694058,-0.06861010542395549
-8.952146212644209,0.031569978321543325,-0.0019868419515781176,-0.06260140287563147
-8.946835370531664,0.028424778884783716,-0.0019160538458432453,-0.06768529960542044
-8.940947369204892,0.030188805759848905,-0.0018187929259019654,-0.06717515024926866
-8.935955880441547,0.026915946692617248,-0.001819434690068816,-0.07313807456578131
-8.932067157905104,0.027138071452093907,-0.0016142005871060108,-0.06853293826905583
-8.92833901405754,0.02861951269967253,-0.0018080509073436831,-0.06849301976516152
-8.9227908701312,0.0305827892963823,-0.0014860845659795724,-0.06118230141730741
-8.914431344140954,0.02845581981568249,-0.0015387181264370853,-0.0633863174228909
-8.910464213376429,0.033799481632286216,-0.0021919293586602395,-0.07394778508170081
-8.909100437954592,0.02337870934068297,-0.0012286657237854995,-0.06976647697241037
-8.90108676607683,0.04073746790531572,-0.001934418493273514,-0.05191609128429018
-8.898217097523439,0.029007864293360858,-0.0017338647454618102,-0.07296774982385457
-8.893172388491159,0.03314266543711002,-0.0019903577904341126,-0.06683199331587783
-8.886765964063644,0.023762613265222714,-0.0013195761550857913,-0.06467796465879143
-8.882441785925423,0.03547797650044418,-0.0020241083511001747,-0.06266438659255347
-8.877761868024098,0.02828925948547134,-0.0019095217188478076,-0.06394692738398196
-8.868795626633355,0.032907201567271574,-0.0018696971076254286,-0.07419906324984757
-8.867416146557991,0.03711741869686198,-0.001974500727556463,-0.07023356792654682
-8.862020815051554,0.03282061553887845,-0.002041557412245276,-0.06833529774867211
-8.853927522507902,0.023861607501741086,-0.0014904948807414856,-0.08033264369253823
-8.852590852177823,0.026645525124220457,-0.0018145175857808807,-0.07874279525790111
-8.841669843297897,0.02274192210834271,-0.0015345761195653433,-0.08563956275227981
-8.832597279421234,0.033545283239198885,-0.002080364563699379,-0.08293397617940086
-8.827379801783652,0.03933556117048211,-0.002625769421770994,-0.08479854174775077
-8.820848906282448,0.04792926084868652,-0.002515829415076345,-0.06677607925304976
