Energy_eV,Cl,S,Zn
-8.995000000000001,13.046538588412764,31.95184588551559,43.03995827849097
-8.985,13.890686448469872,33.89303324053756,45.5555434729346
-8.975000000000001,14.782170241709032,35.889015573702274,48.115570031422855
-8.965,15.744017446806328,37.987026609091664,50.780566373998994
-8.955000000000002,16.799936401531426,40.2373371202484,53.61564379426218
-8.945,17.972264391023913,42.68863497667374,56.68441554928718
-8.935000000000002,19.2798897614906,45.38321041153442,60.042629701206025
-8.925,20.736351608020918,48.35242342360093,63.732150045629254
-8.915000000000003,22.348306906551073,51.612915431030686,67.77590233194263
-8.905000000000001,24.114518085001944,55.163956090745735,72.17431049770498
-8.895000000000003,26.02545843700404,58.9861967147454,76.90359032195099
-8.885000000000002,28.063565710487282,63.041949173633135,81.91606575700376
-8.875000000000004,30.204104591712284,67.276943720292,87.14245287277262
-8.865000000000002,32.41653594108264,71.62336283439143,92.49584713368883
-8.855000000000004,34.66624272890727,76.00382153418285,97.87697907175885
-8.845000000000002,36.91643553795687,80.33588352206843,103.18019270286788
-8.835000000000004,39.130056904956525,84.53667586254485,108.29956236698766
-8.825000000000003,41.271522779064675,88.52719320552555,113.13459825062931
-8.815000000000005,43.308176803936185,92.23595834852505,117.59508914494684
-8.805000000000003,45.21138230192481,95.60181509867223,121.60477472648216
-8.795000000000005,46.957229746279175,98.57575386573856,125.10370512909208
-8.785000000000004,48.52688615191004,101.12179121060429,128.0493077801314
-8.775000000000006,49.906650471535954,103.2170248960237,130.4163180932456
-8.765000000000004,51.08780127082521,104.85105374454722,132.19582536871877
-8.755000000000006,52.06632797048913,106.02498094261041,133.3937299463185
-8.745000000000005,52.84262589883944,106.75021107653728,134.02890266114403
-8.735000000000007,53.42121180670707,107.0472117010415,134.13129095018488
-8.725000000000005,53.810485511116845,106.94435033521975,133.74014099864604
-8.715000000000007,54.02253081881818,106.47685015788144,132.90241824226865
-8.705000000000005,54.072920480060404,105.68584479969645,131.6714253209378
-8.695000000000007,53.9804702754477,104.61746482955549,130.1055505565005
-8.685000000000006,53.76687953078816,103.32186268230188,128.26704025787524
-8.675000000000008,53.456200647415535,101.85208170148064,126.22067864219052
-8.665000000000006,53.07409804519133,100.26269752909816,124.0322789592982
-8.655000000000008,52.646884998485724,98.60820175441039,121.76693340400017
-8.645000000000007,52.20036162079968,96.941151593261,119.48702948275665
-8.635000000000009,51.758514211680435,95.31016709780836,117.25010687468242
-8.625000000000007,51.3421703415782,93.75791035545981,115.10669127559909
-8.615000000000009,50.96773046355361,92.31922129464972,113.09829070872405
-8.605000000000008,50.6461110999501,91.01960544905265,111.25576739852659
-8.59500000000001,50.38203343235922,89.87426579110317,109.59829896306309
-8.585000000000008,50.17377268652819,88.88784159345226,108.13311377258134
-8.57500000000001,50.01344831623059,88.05496327249723,106.8561276404257
-8.565000000000008,49.88788516270292,87.36165752892154,105.75352696695761
-8.55500000000001,49.78001623388503,86.78754905718809,104.80424496233044
-8.545000000000009,49.670735118405204,86.30871335776862,103.98317349488993
-8.53500000000001,49.54104810828578,85.90095097832165,103.26485622225759
-8.52500000000001,49.37433082325128,85.5431882332311,102.62733214069945
-8.515000000000011,49.158468503105546,85.22067309721959,102.05575430776543
-8.50500000000001,48.887658027020635,84.92763452890631,101.54540475434608
-8.495000000000012,48.563674927775544,84.66911162019639,101.10376714294927
-8.48500000000001,48.19645840524255,84.46173325169113,100.75140133416903
-8.475000000000012,47.80393625859318,84.33333180389248,100.52148049658945
-8.46500000000001,47.41109146758956,84.32139406262777,100.45798840720369
-8.455000000000013,47.04835279025798,84.47047417266819,100.61271543779455
-8.445000000000011,46.74946284845477,84.82880213312922,101.04131875266523
-8.435000000000013,46.54902968923396,85.44440337615066,101.79880952407403
-8.425000000000011,46.479995390480994,86.36109066919258,102.93488575501323
-8.415000000000013,46.57125523979405,87.61469439402988,104.48953779874464
-8.405000000000012,46.845634667451705,89.22986244052817,106.48931582200008
-8.395000000000014,47.31838341191554,91.21769314230545,108.94457154189375
-8.385000000000012,47.99628497301865,93.57437454705513,111.84788268785182
-8.375000000000014,48.87741319299963,96.28090359460087,115.17375249247415
-8.365000000000013,49.95150549456795,99.30386205458787,118.87956278898096
-8.355000000000015,51.200870980961135,102.59714276160767,122.90766028912141
-8.345000000000013,52.601715763541925,106.1044565842396,127.18837953392969
-8.335000000000015,54.12574904142262,109.76241029950323,131.6437562176423
-8.325000000000014,55.741930354469766,113.50392689093698,136.19165995784843
-8.315000000000015,57.418227756809785,117.26177877262768,140.75007175453456
-8.305000000000014,59.12327409441882,120.97201588864088,145.24124252965186
-8.295000000000016,60.82782988150087,124.57708975787516,149.59548985143024
-8.285000000000014,62.50598319125078,128.02849814483992,153.75441664555177
-8.275000000000016,64.13603770691661,131.28880211723927,157.67336729798745
-8.265000000000015,65.70105930108093,134.3328987320267,161.32297423173821
-8.255000000000017,67.18906997366649,137.14847046300957,164.68969416102334
-8.245000000000015,68.59289680379686,139.73557851271022,167.77528984026608
-8.235000000000017,69.90970349685799,142.10542159210723,170.59528042393464
-8.225000000000016,71.14025290773392,144.2783424354109,173.176458791328
-8.215000000000018,72.28796915143545,146.2812264106428,175.55365139411197
-8.205000000000016,73.35788508365162,148.14449312616904,177.7659667889443
-8.195000000000018,74.35557204694209,149.89892502014766,179.85283330626567
-8.185000000000016,75.28615108682817,151.57259930512618,181.8501553222461
-8.175000000000018,76.15347663005288,153.18818630287004,183.7869150638632
-8.165000000000017,76.95956478310744,154.76084654344947,185.68251064658733
-8.155000000000019,77.70431069311425,156.2969033515398,187.54505377557768
-8.145000000000017,78.38550620519514,157.79339300080352,189.37075939493192
-8.13500000000002,78.99913481768507,159.23850956827567,191.14445505440776
-8.125000000000018,79.53989040875939,160.61287628896636,192.84113200235868
-8.11500000000002,80.00184351058871,161.89149908048228,194.4283648259417
-8.105000000000018,80.37916683847965,163.04619884418963,195.86935166265548
-8.09500000000002,80.66683138617563,164.0482823743403,197.12627925232505
-8.085000000000019,80.86119490288857,164.87119943987415,198.1636993898721
-8.07500000000002,80.96042367363341,165.49294524598594,198.95161520849877
-8.065000000000019,80.96471294637782,165.8980001858903,199.46801389174493
-8.055000000000021,80.87629746525182,166.07864820736432,199.70064168763366
-8.04500000000002,80.69926803073754,166.03557610955738,199.64789125057666
-8.035000000000021,80.43923019389462,165.77772327856803,199.3187537860506
-8.02500000000002,80.10285543772703,165.32141946700352,198.73187269757673
-8.015000000000022,79.69738280567455,164.68891212961188,197.91381515029107
-8.00500000000002,79.23013001065571,163.90643969904016,196.89674718422398
-7.995000000000021,78.70806826229767,163.0020485064734,195.7157511381508
-7.985000000000022,78.13750536190685,162.00337484610392,194.40605621959133
-7.975000000000022,77.52390814487224,160.9356168954635,193.000460192664
-7.965000000000022,76.87187925897963,159.81990220843946,191.5272001494337
-7.955000000000022,76.18528576780737,158.67221562430936,190.00848331008544
-7.9450000000000225,75.46751947606457,157.5029923804154,188.45981774463652
-7.935000000000023,74.72185264646536,156.31740718399257,186.89019387742493
-7.925000000000023,73.95183949939201,155.11630947544603,185.3030695221704
-7.915000000000023,73.16170516158692,153.8976772182859,183.69801500222235
-7.905000000000023,72.35666098917481,152.65839600225297,182.07279253036825
-7.8950000000000236,71.54308943708132,151.39612608555078,180.42558668137173
-7.885000000000024,70.72855319832921,150.11100422197833,178.75707936779244
-7.875000000000024,69.92160162090035,148.80694344384435,177.07207822672933
-7.865000000000024,69.13137088075885,147.49234200404436,175.38046175880118
-7.855000000000024,68.36700059815483,146.1800875941209,173.69729251854727
-7.845000000000025,67.6369154172367,144.88683584495976,172.0420606566647
-7.835000000000025,66.9480421324608,143.631641013992,170.4371397955283
-7.825000000000025,66.30504803951459,142.4341082039084,168.905649222281
-7.815000000000025,65.70969179801928,141.31230739971372,167.46900469119512
-7.8050000000000255,65.16037280963056,140.2807294015946,166.1444914906933
-7.795000000000026,64.65194891598426,139.34856581860092,164.94319949654246
-7.785000000000026,64.17586655255357,138.51855837179335,163.8686186971627
-7.775000000000026,63.720615136307906,137.78659116419567,162.91610999860842
-7.765000000000026,63.272482191208695,137.14210277932654,162.07335116808366
-7.7550000000000265,62.81655180210583,136.56928637862575,161.32172748629756
-7.745000000000027,62.33786063853322,136.04894059538273,160.63850940636442
-7.735000000000027,61.8226065669251,135.5607468294122,159.99955329623572
-7.725000000000027,61.25929720851329,135.08569180697995,159.3821911685215
-7.715000000000027,60.63973068144749,134.60833582420133,158.7679508721947
-7.705000000000028,59.95971758643014,134.11864917619906,158.14477249489124
-7.695000000000028,59.21947995501286,133.61319822038928,157.50845553887447
-7.685000000000028,58.42369606979139,133.09554936868352,156.86317422180127
-7.675000000000028,57.5811957192249,132.57586122255555,156.22101975236652
-7.6650000000000285,56.704344292067454,132.0697373768514,155.60065109487408
-7.655000000000029,55.808182238653444,131.59650086527176,155.0252424643141
-7.645000000000029,54.90940580164719,131.1771141342261,154.5199925248272
-7.635000000000029,54.02528378586477,130.83199843871083,154.10949802602084
-7.625000000000029,53.17260319259635,130.57900154175243,153.81529067818894
-7.6150000000000295,52.36672491759672,130.4317257916069,153.65379406230505
-7.60500000000003,51.62081172288778,130.39836779540747,153.6348863118761
