MO_Energy_eV,Cl-S,Cl-Zn,S-Zn
-8.804384907942177,-0.01967674631472381,-0.006663844633048525,0.10281231764188792
-8.798617018458511,-0.02002789418601642,-0.007227166503221653,0.10290942125273453
-8.797991235632397,-0.020497564006666247,-0.008039163608077448,0.1037119449070765
-8.672377819001285,-0.033453700352303745,-0.03749161999658561,0.13150893516406237
-8.671536274876246,-0.033349975925248715,-0.03761914129571659,0.13245379500786303
-8.592515601637412,-0.025743434668034162,-0.05746135083365139,0.18986989280688182
-8.570048015953965,-0.025068955771174323,-0.05654835036738191,0.19003763143162752
-8.565605738979396,-0.025834825560417798,-0.056642018868320855,0.18875692537372823
-8.549186454411066,-0.0003501713713827486,-0.001972930083643633,0.208451570050506
-8.413898258135614,-0.02939596647457514,0.03955115018342173,0.07297178740918278
-8.410222768548135,-0.02956477472658372,0.03941907428210358,0.0725599235274116
-8.391825536998356,-0.02942648468056116,0.04010339175495528,0.07191266858082979
-8.211853824148683,-0.013466076913812373,-0.03719775004587135,0.12826048123824135
-8.192845715817331,-0.013784312782622102,-0.03655367816923144,0.1271351297492102
-8.186368683163746,-0.013470704321227161,-0.036223847664584564,0.12679627438974264
-8.034070610428751,-0.0005982624954480123,-0.017851646896306722,0.1339777970172984
-8.029004259580857,-0.0006095393643513003,-0.01786398192560019,0.1340861892134567
-7.9787506386937395,-0.009487739503887373,0.008139708571631325,0.1032772403855506
-7.9775698424025085,-0.009579671566611657,0.007636412041007566,0.10441558724995699
-7.9732349274442305,-0.009857761751515414,0.007286226336461081,0.10398633205189343
-7.720607424557257,-0.007953896503556313,0.004278093649646498,0.12288411162599726
-7.7117900203335115,-0.007909019454156263,0.00423959722449559,0.1218473317402798
-7.702814220246758,-0.008052805527526765,0.004124249004186422,0.12171869489457535
-7.5054931207974445,-0.0046444136521151674,-0.003312716978161621,0.13248550702615364
-7.497644822496809,-0.004212886621430469,-0.003218233516939349,0.13144545251293807
-7.4553272547240415,-0.004258013463735348,0.002987324874494677,0.13464445551313461
-7.444061097662724,-0.004413034000602345,0.002931784807228024,0.13414464807765544
-7.434082967166462,-0.0042140666487171085,0.0030607912963806373,0.13342540893664318
-7.268025586571784,3.168756498566284e-05,0.003848841887144074,0.11115156190682904
-7.252871896419848,7.640564698057302e-05,0.003763768076869622,0.10969079241171815
-7.244929399271662,7.42809569810161e-05,0.00359702106515832,0.10930230415655674
-2.980832266530227,0.038540604234852685,-0.3647366342319753,-1.5370542154162716
-2.2754365507823193,0.016769222433228613,-0.1369177528425737,-0.70024869205021
-2.268241084045369,0.01807663571862506,-0.14265257219837604,-0.6977230138741947
-2.244800179105232,0.016391153818973256,-0.06906081092642635,-0.39490312143196227
-2.2399923071044543,0.014295216645712925,-0.05723503665288907,-0.39493410446908517
-2.219517706129088,0.015640173201390356,-0.048658883369709235,-0.302751883634843
-2.107373458076071,0.038937146989597514,-0.3635082202967287,-0.8148351222739226
-2.095795975106732,0.02902867211478742,-0.28422561850827294,-0.5727502316809651
-2.084768968326249,0.029955274940512935,-0.28934929157831374,-0.5954339677818886
-2.0642412765907765,0.01624570464808464,-0.15763571650182912,-0.2160714930817941
-1.6264722262638025,0.11242817465092854,-0.4907099596564252,-1.4431938440031267
-1.613315819915579,0.11127834334912864,-0.49321206124962064,-1.4385041444967441
-1.4715395663669368,0.06253561288240878,-0.3284836150689334,-0.9031898973434568
-1.4570058784199786,0.054240455257610586,-0.34688726497982164,-0.9407376586613562
-1.4351274779726466,0.06736482459237586,-0.31636541033123317,-0.8845480896368962
-1.4010944811392292,-0.008835883950035544,-0.46288435203264966,-1.0470328685008028
-1.2798519414185225,0.04133359640077847,-0.2250336750459729,-0.8407299236821162
-1.2717311256797903,0.04235301765659971,-0.22945159657219924,-0.8633307385680787
-1.2572782717749649,0.042599253702247236,-0.23019037619987714,-0.8714384991380952
-0.9657946883673594,0.002885564803112872,-0.032700039964035,-1.8426790593425912
-0.9279680719763205,0.003405397753146124,-0.03918459502563379,-1.9191758616239278
-0.921349319165012,0.00324753830745715,-0.03743526033073054,-1.9088331035762636
-0.10172199465568438,-0.029526133909949334,-0.4429745804327037,-0.14564783010037266
-0.09342373122736673,-0.030352102930593098,-0.4354892483608838,-0.13672174139315887
-0.0773841895810508,-0.02950723858048921,-0.4423017000816913,-0.12606840103907443
0.08506524260278776,-0.029848011746802103,-0.035419046842515074,-0.7209155956854318
0.47482845661553735,-0.021816498216465245,-0.027797682551194632,-1.3887191423241234
0.48629453106388565,-0.01964860126652098,-0.019588464655795456,-1.4358758479208644
0.4965134951470323,-0.020836821932819133,-0.024348217897745116,-1.3956385065647152
0.5970307026867483,-0.0014632475152022723,0.01046603048449747,-0.9523906333399375
0.6315325662645463,-0.0013859252481701575,0.015594612596175821,-0.9283952003298881
0.6449643329304686,-0.0013088693448515946,0.014109016200561935,-0.9687565331916886
