Energy_eV,Cl,Se,Zn
-8.995000000000001,12.921009896094892,14.504442504002304,15.657371913276215
-8.985,13.569105948236588,15.350064327205498,16.590810619888583
-8.975000000000001,14.041111855622148,16.020602030006593,17.339186996286333
-8.965,14.318263217891921,16.492190976263867,17.87625085204022
-8.955000000000002,14.390137936593314,16.74880466255113,18.1839469578363
-8.945,14.255314801852712,16.783143961786124,18.25340114244728
-8.935000000000002,13.921363082040235,16.596910347295786,18.085264943029575
-8.925,13.404174555616127,16.200458651195312,17.68941099571917
-8.915000000000003,12.726717313149848,15.611886269260136,17.084035001576375
-8.905000000000001,11.917346803607808,14.855667034258035,16.29427345154196
-8.895000000000003,11.007847015536857,13.960973247429418,15.35048319631591
-8.885000000000002,10.03138952481517,12.95984543970489,14.286346214669532
-8.875000000000004,9.020590146815184,11.885366309527765,13.13696059228057
-8.865000000000002,8.005815206091638,10.769975732308612,11.937059651396384
-8.855000000000004,7.013847648091125,9.644032540281064,10.719470258264272
-8.845000000000002,6.06697441995649,8.534691656022812,9.513884378996083
-8.835000000000004,5.182507897439479,7.465127717162,8.34598056300681
-8.825000000000003,4.372711745505613,6.454103125553733,7.236898741580051
-8.815000000000005,3.6450697375660117,5.515852505928532,6.203045479711807
-8.805000000000003,3.0028167754932187,4.660238168611726,5.256188837546587
-8.795000000000005,2.4456445599778274,3.893122112680115,4.40379200907126
-8.785000000000004,1.970498241456112,3.216898039360883,3.6495315717277648
-8.775000000000006,1.57239201255175,2.6311298216463888,2.9939476117274615
-8.765000000000004,1.2451876262513937,2.133248812496532,2.435177210323601
-8.755000000000006,0.9822970431211732,1.7192694155121258,1.9697280624848479
-8.745000000000005,0.7772862229151453,1.384489073195334,1.5932540653189833
-8.735000000000007,0.6243697129387608,1.124144350017637,1.3012987659347413
-8.725000000000005,0.5187942761620687,0.933998699087949,1.0899752679395913
-8.715000000000007,0.4571142974048481,0.8108398326063014,0.9565526371701873
-8.705000000000005,0.43736272108939156,0.7528657543549784,0.899919442399937
-8.695000000000007,0.45911989250875956,0.7599391328408731,0.9208955410620014
-8.685000000000006,0.5234802452060875,0.8336906938339586,1.0223645551826128
-8.675000000000008,0.6329147185643765,0.9774547233394979,1.2092028349626613
-8.665000000000006,0.791026403434174,1.1960246330564268,1.4879872599985131
-8.655000000000008,1.0021992041523233,1.4952247049117204,1.866474964986406
-8.645000000000007,1.2711448129151155,1.8813060422073327,2.35286349409112
-8.635000000000009,1.602361953903284,2.3601902067628147,2.954859693835691
-8.625000000000007,1.9995329203624685,2.9366019776412395,3.678608533360185
-8.615000000000009,2.4648944708308558,3.613151200422286,4.527556575037315
-8.605000000000008,2.998631195707109,4.389440111757716,5.501345635998876
-8.59500000000001,3.5983472521685584,5.2612836933916505,6.594846371390285
-8.585000000000008,4.258674728118867,6.220133495045286,7.797445278217612
-8.57500000000001,4.971072205572702,7.25278765881923,9.09268908419968
-8.565000000000008,5.723854682819443,8.341450631123344,10.458366470120168
-8.55500000000001,6.502476479742043,9.464176140358145,11.86706968184864
-8.545000000000009,7.290064044172841,10.595689316172853,13.287231408197975
-8.53500000000001,8.068168823244102,11.708542941766552,14.684581101089472
-8.52500000000001,8.817685396836891,12.774524467746572,16.02391682068976
-8.515000000000011,9.51986076013329,13.766200387590901,17.271050955819994
-8.50500000000001,10.157310133960934,14.65846768330472,18.394766785039497
-8.495000000000012,10.714954717762774,15.429981072011127,19.368621257709048
-8.48500000000001,11.180807295176496,16.064339811775103,20.17244768787099
-8.475000000000012,11.546550592513805,16.550946149663858,20.79344688404114
-8.46500000000001,11.807877302283565,16.885484108584777,21.226800355531125
-8.455000000000013,11.96458546044997,17.07000593816253,21.47578686841448
-8.445000000000011,12.020444296364536,17.112648009252098,21.551426147989368
-8.435000000000013,11.982860705190376,17.027023452848226,21.471705142765558
-8.425000000000011,11.862383796947677,16.831353115030886,21.260460253870818
-8.415000000000013,11.672085199307704,16.54739995490221,20.945994124961754
-8.405000000000012,11.426848300815074,16.19926792878246,20.559501940243987
-8.395000000000014,11.142593811875184,15.812119332155689,20.133375524940718
-8.385000000000012,10.835465340805374,15.410859348740692,19.699449817711162
-8.375000000000014,10.520999629781397,15.01883675582959,19.28725968720265
-8.365000000000013,10.213312446630518,14.656616529393876,18.922386648165627
-8.355000000000015,9.92434160513238,14.340891751237857,18.62499211470605
-8.345000000000013,9.66320006627464,14.083614394988896,18.408650422975427
-8.335000000000015,9.43570030500771,13.891431322426344,18.279603061842646
-8.325000000000014,9.24411179171697,13.765507180130571,18.236547594014937
-8.315000000000015,9.087203297079084,13.701795523234901,18.271045196106947
