Energy_eV,Cl,Te,Zn
-8.995000000000001,3.166080929691986,3.47197647583527,3.665802571734107
-8.985,3.8713621409500587,4.245458137790239,4.482475591359786
-8.975000000000001,4.660725022301021,5.111169585662035,5.396531818054424
-8.965,5.524478823298042,6.058487453808448,6.396755520219708
-8.955000000000002,6.447295083780885,7.070605091172151,7.465402326844186
-8.945,7.408195477472832,8.124518794034904,8.578184608641774
-8.935000000000002,8.381007243654237,9.191526850828044,9.704798307747696
-8.925,9.335318471139027,10.238276847060272,10.810028655044418
-8.915000000000003,10.237913133409705,11.22833926080539,11.855411592176596
-8.905000000000001,11.054608320226391,12.124222378906357,12.801361198200546
-8.895000000000003,11.752361239138153,12.889683394971236,13.60960989263154
-8.885000000000002,12.301469516957905,13.4921422616606,14.245757202777368
-8.875000000000004,12.67766255988515,13.904976632722878,14.681693072213097
-8.865000000000002,12.863879490622287,14.109473822712074,14.897659151356168
-8.855000000000004,12.85155244639067,14.096241312380563,14.883738551984623
-8.845000000000002,12.641260914603082,13.865928887692279,14.640619005180772
-8.835000000000004,12.242687683181936,13.429186867504722,14.17954974194475
-8.825000000000003,11.673881337464897,12.805866674831627,13.52149882059435
-8.815000000000005,10.959903929648464,12.023551141001837,12.695603336456276
-8.805000000000003,10.131005474499629,11.115571408692361,11.737078358238461
-8.795000000000005,9.220511042888116,10.11871603712104,10.684801947032472
-8.785000000000004,8.262626258585783,9.070860168389432,9.57881715513975
-8.775000000000006,7.2903615711107,8.008736772143877,8.45798575197732
-8.765000000000004,6.333747205935509,6.9660405771255975,7.3579952358990095
-8.755000000000006,5.418464772752716,5.972004295147375,6.309866746598146
-8.745000000000005,4.5649657448348115,5.050524315093242,5.339045394074618
-8.735000000000007,3.7880896300875495,4.219848059879892,4.465085608653306
-8.725000000000005,3.0971431253958714,3.492775781601668,3.7018809567032487
-8.715000000000007,2.49636156598443,2.8772819795203683,3.058337072080025
-8.705000000000005,1.9856488106073038,2.3774296327996467,2.539351933786974
-8.695000000000007,1.5614820510543779,1.9944352398374277,2.1469509984904835
-8.685000000000006,1.2178723805275808,1.7277432463724613,1.8814247110927125
-8.675000000000008,0.9472871848268771,1.575982307215893,1.7423301400046016
-8.665000000000006,0.741462600792644,1.53769970744577,1.7292436346721107
-8.655000000000008,0.59205942250487,1.6118008629642073,1.8421841484127528
-8.645000000000007,0.491140466389921,1.7976552197506175,2.0816642689384044
-8.635000000000009,0.43146897399081746,2.0948657186752855,2.44836562813593
-8.625000000000007,0.4066446066099916,2.5027343639504496,2.942475153330684
-8.615000000000009,0.4111053882973056,3.0194895472804744,3.5627565266254075
-8.605000000000008,0.440030732881053,3.641369679513465,4.305464860560008
-8.59500000000001,0.4891830556992895,4.361680031187444,5.163239072133406
-8.585000000000008,0.554724232375195,5.169952796249756,6.124122384369442
-8.57500000000001,0.6330391486735607,6.051341540793514,7.170863394019941
-8.565000000000008,0.7205925214653424,6.986368167752548,8.28063543872739
-8.55500000000001,0.8138376891303282,7.951112314953559,9.42527927059108
-8.545000000000009,0.9091877337043763,8.917890571001712,10.572124244550844
-8.53500000000001,1.0030506700622202,9.8564192004854,11.685380068562392
-8.52500000000001,1.0919221344014454,10.735394703523944,12.728021136997572
-8.515000000000011,1.1725217033601836,11.524368844478163,13.66401730761917
-8.50500000000001,1.2419533767327215,12.19574703462314,14.460708509833125
-8.495000000000012,1.2978674956858254,12.726709014274793,15.091085149074042
-8.48500000000001,1.3386008984410505,13.100844693008128,15.535729090359231
-8.475000000000012,1.3632745968003126,13.309318709041293,15.78419456773891
-8.46500000000001,1.3718334779724377,13.351423762167377,15.835663507042822
-8.455000000000013,1.3650198947891925,13.234449954519748,15.698789422796558
-8.445000000000011,1.344281565158378,12.972876609729148,15.390738024902955
-8.435000000000013,1.3116228068577307,12.586973442468912,14.93552802899897
