MO_Energy_eV,Cl-S,Cl-Zn,S-Zn
-8.96726477757396,-0.0009153202034886253,0.0004607065902833671,0.09307106091033597
-8.959386694228321,0.0005815867073186605,0.015021041292677912,0.0704974429063266
-8.946269813319368,0.004941436533181671,0.002007596295286501,0.05803523098272604
-8.907906674769023,0.0022530922011992113,0.0157873892961734,0.05051368862478958
-8.90164425433329,4.959116047772533e-05,0.020949550685770518,0.05563408048310867
-8.898553496634635,-0.0008982429638011648,0.005521508907838041,0.09216201183815649
-8.896434158528889,-0.0018374885438303106,0.028652008915224937,0.051767470267948416
-8.88907736130016,0.008269376684381428,0.008741527905848897,0.050694594439768786
-8.86369388613631,0.0006394578939603182,0.027075715809274738,0.054831812631248214
-8.848715678559223,-0.0011189883348043299,0.038407142220177506,0.03912321330922478
-8.844957276245431,0.0024045331191257773,0.027365416989405263,0.03466393351853241
-8.824025684159416,0.0025938458670018306,0.007802022507819627,0.053877936796113954
-8.796743359475373,-0.003409812574414224,0.009601112189084429,0.09204718449699903
-8.767462457654407,0.002557577149736622,-0.0007948085305498173,0.07590190063644664
-8.736760854081547,-0.0061452426471093596,0.011945326645505225,0.07517150426434271
-8.732867818428472,-0.00966136150689958,-0.005441812502944396,0.10011297528088293
-8.727220399097122,-0.004518360969651248,0.018935258202798778,0.06667120669613609
-8.716124128058732,-0.00758259388459206,0.008160693818245315,0.09038544597203574
-8.68609088970377,-0.007925415685023288,0.01205484291953201,0.0767400585364586
-8.672184240150113,-0.00346448398539088,0.001082304814070861,0.0723126786967733
-8.66240065098931,-0.007204538281620535,0.012849895444617418,0.06205838782681757
-8.63134299686261,-0.014174761945746541,0.018743828572524254,0.07536005617722934
-8.605165367694449,-0.0032222050173626,0.0001398498546407473,0.07859374790878482
-8.585673851203326,-0.021905689683068205,0.021593782846475368,0.07236149132647461
-8.574739800600478,-0.019964111543485104,0.021503116450555183,0.07577507814461361
-8.567808341799939,-0.013966183596796801,0.012798330780754255,0.06997846473901354
-8.548256432857496,-0.011508596198735762,0.011145818187516351,0.07486084180353765
-8.541793810279094,-0.012912165771728283,0.012470798475120282,0.07496790836004638
-8.531516185818704,-0.012384860089275614,0.009033294856249211,0.07986431187249021
-8.530055773591968,-0.011414323862399982,0.01854932923705011,0.06293596983582579
-8.522045126449061,-0.012424623222632304,0.00023782762166859513,0.0947346087650494
-8.458953460110962,-0.002910652043566945,0.018659967111316525,0.05974655297791801
-8.447174258097423,-0.008812781674639584,0.006955686751241123,0.08418019617267222
-8.427934827389436,-0.005430496528242843,0.01886552058737106,0.06036890367010707
-8.426777804003574,-0.009933751305210832,-0.001175004902476112,0.08774415241293651
-8.413498367536095,-0.01763672102070173,0.010085156354735083,0.07951026184955717
-8.407972853023772,-0.015052239237503168,0.01187224057657298,0.07503367013066066
-8.38850817727909,-0.012249208095982721,0.008450683909539526,0.08048859400080352
-8.382283262973834,-0.015131515127539293,0.00761367410500105,0.0634195560329012
-8.346106286504833,-0.011860394800933427,-0.004489583293190657,0.10298886054466538
-8.329340792421116,-0.01956142139213567,0.013964905818477442,0.05858042654124378
