MO_Energy_eV,Cl-Hg,Cl-Se,Hg-Se
-8.861651973929886,0.03934184256551663,-0.004251457336682137,-0.23633092718160653
-8.845487571467952,0.04449126820334824,-0.004138288621938363,-0.22592591428193692
-8.808722300481577,0.05021543031657108,-0.004197651000226012,-0.227598270795228
-8.526854894876688,0.02024388775601983,-0.0021102242710031795,0.016553245025920447
-8.508392941001311,0.020312391563016553,-0.002570636377654227,0.01755432499540242
-8.488895716487239,0.023410216489869098,-0.002520181871019468,0.017503566007184834
-8.475895335333547,0.024851894151426048,-0.0027572368052037636,0.013967981267808682
-8.420678512676389,0.02876558781691944,-0.0028058991815901584,-0.23664112327572806
-8.331333549747422,0.024112448295640517,-0.0017669453309206624,0.002786623690653289
-8.312612064979977,0.027376765216023363,-0.002662653371540972,-0.03663184864753478
-8.291036289063946,0.022838765930200552,0.0011412644209739286,0.011346151734441881
-8.249687693155572,0.023038176793321753,0.0001705617342225723,0.011659640055730678
-8.236085317638738,0.035085127823702614,-0.004978588691345755,0.01622465728140039
-8.218230605395089,0.03310524623739688,-0.003682207334108036,0.013171777949226169
-8.213256766420468,0.0352856914293259,-0.002255485375227629,0.00805435090017641
-8.19245453197648,0.03470631484352676,-0.0012577767274475663,0.0056950554772866166
-8.16054410701463,0.02878106433136947,-0.0014446910927715787,0.004377729226190359
-8.159727156550208,0.02836102503489316,-0.0014679872064356843,0.0036842622421788913
-8.153004186177553,0.03427225773790001,-0.002158656332107592,0.005066813773674539
-8.149102080654382,0.032270891716761334,-0.002305952104230882,0.003942779624765407
-8.145336291462753,0.0304415323759603,-0.002665929415622294,0.002722069106857405
-8.103961467994745,0.028413263543362953,-0.0025009716644461884,0.00759497468525081
-8.09971493876067,0.020952741355557313,-0.0016341911996809097,-0.024782363863077538
-8.088517339354828,0.027580420004853265,0.0006594128666107046,0.00013772802104986933
-8.078489787002999,0.01698411946224359,0.000483617528662768,0.0008093924696301858
-8.072671480897252,0.021537968514080394,0.0005513351744689145,-0.009173012899184136
-8.060913467338514,0.025564542035774764,-0.0008197427482915364,-0.013945368224615545
-8.059186175465909,0.019460192032711595,-0.0014744629977437808,-0.007443086797374974
-8.056376129194923,0.01514985212161892,-0.0003330245281388729,-0.003456430992448874
-8.051139679026967,0.0177717045298922,0.0011851087528990682,0.0016942554082451046
-8.046674451413677,0.01754856061715568,0.0020640763609535043,-0.00437285354668052
-8.030975697381212,0.013483660538265298,-0.0002700677059122594,-0.006496121482473293
-8.02852585874075,0.02221067344070094,3.497185448106513e-05,-0.004789842380434594
-8.017817020759793,0.02150002920133353,-0.002637123699757077,0.008300496458236281
-8.013261403750228,0.01868663215716674,0.0006410590889227291,-0.007488862575642167
-8.005247079307402,0.02497734640645292,-0.000782422551817753,0.0001428942114281075
-8.004337990752893,0.03226910511067053,-0.0039015824020599793,-0.008302795626193217
-7.970874080671906,0.019963261165075838,-0.002560324082810152,-0.007836333513547705
-7.961244415649995,-0.0038686351575965734,0.00028868326305289617,-0.024464833997969945
-7.956505020522451,0.018222968196445668,-0.0041092397776789965,-0.015197028861127023
-7.9395680605917605,0.024799968633855207,-0.0035355786969419366,-0.0050343934755358805
-7.91919485561397,0.022113446982605228,-0.0024233919169120745,-0.008968364053775317
-7.913873359139505,0.024505186183485406,-0.003766167061758301,-0.0048511656626502595
-7.88330914625238,0.02418524196366538,-0.001918501704841198,-0.009087809432013441
-7.875263814371318,0.0070027820985424215,0.0006966021900791476,-0.0006533452367488814
-7.850220902055284,-0.004488298704589291,0.0022468741373910524,-0.01789911638434083
-7.841542717241872,0.000660673315212186,0.0004650648736169016,-0.0010181311991182558
-7.840323047621061,0.0015572221799237864,0.000561979061834908,0.0005405952182684667
-7.815104384528301,0.01653348372451291,-0.0015943341210698488,-0.006225292606885619
-7.805119770081699,-0.004215735665673385,0.0036557481318795107,-0.002078317737637086
-7.79439430082741,0.0038698617818418114,-0.0018465202774065274,-0.018487075860904485
-7.7758141651056585,0.0010924557562725626,-7.668037177754312e-06,0.002939285779274122
-7.75906888559793,-0.024726961176031195,0.004398372330500938,0.0073995624264024855
-7.751106326708193,-0.017416175067978143,0.003049990626525677,0.0006961291071791469
-7.7464490136721915,-0.011822542557667067,0.002033848242687901,-0.010596911725193116
-7.739106459842693,-0.007766139168422053,0.00292210427416223,-0.0008772423252653811
-7.727491517226541,0.005887409635518524,0.0008600197000403264,-0.005186812308813247
-7.708515660579113,0.005527170229477943,-8.93901769594943e-05,0.007946759330387772
-7.704721532791119,0.0018863451097238127,0.0005818755485006523,0.005043948756464593
-7.701182060570152,-0.0001825719452167722,0.0010163723418677754,0.004599816995447337
-7.695134621184516,-0.007632128200489065,0.0014279922310712402,-0.014338437637882697
-7.682686563112043,-0.004661148693401633,0.0019601360864534914,0.009960113476664288
-7.653342802990013,-0.011009416371843396,0.003003220054012736,0.0067157422764902615
-7.650271554484171,0.002455064708213214,-4.685161421487878e-06,0.02450830155209351
-7.637285217170986,-0.0034859160239303507,0.001349718325125594,0.0012454137811563938
-7.6330821758413405,-0.014620849904709821,0.003147710201459755,0.009231690922064792
-7.624328472449753,-0.0057423374258593575,0.0020000279065700913,0.0091660822987982
-7.617008360211138,-0.0030307122702489166,0.0019150766421846556,-0.0036350925038745536
-7.603226959255541,-0.020688827123305775,0.0039138772028925965,0.0006525205882834425
