Energy_eV,Cl,Hg,Se
-8.995000000000001,0.6344531131388037,1.917000110350675,2.444287614269183
-8.985,0.7924407222473464,2.392081228258827,3.049198769157673
-8.975000000000001,0.9752111882114968,2.940928648948804,3.7477464512920404
-8.965,1.1825185874756095,3.562547777520401,4.538564986056152
-8.955000000000002,1.412887336574849,4.252237646743629,5.415565209575298
-8.945,1.6634517841653034,5.0011285984596565,6.367353520516073
-8.935000000000002,1.9298736925920275,5.795958082597797,7.3769558123656935
-8.925,2.2063598488532263,6.619149524294485,8.421928319822136
-8.915000000000003,2.4857951400764815,7.449237695293248,9.474909739413025
-8.905000000000001,2.759996524262907,8.261653686534192,10.50463015588012
-8.895000000000003,3.0200813245741887,9.029846236270354,11.477345965232775
-8.885000000000002,3.256930525801554,9.726677957069164,12.358621434988303
-8.875000000000004,3.461715893385819,10.325999865953406,13.11533308758975
-8.865000000000002,3.6264504611599153,10.804280587112341,13.717739128516666
-8.855000000000004,3.7445167216605615,11.142151983987823,14.141438120012475
-8.845000000000002,3.8111267078507,11.325733635207948,14.369042580053794
-8.835000000000004,3.8236734130619694,11.347615315302031,14.391415117556365
-8.825000000000003,3.7819432259582486,11.207408018370709,14.208355148933789
-8.815000000000005,3.6881730882487527,10.91181646237514,13.828678499973686
-8.805000000000003,3.546952153675398,10.474234164643722,13.269693512093479
-8.795000000000005,3.364983736967832,9.91390993078511,12.556137779843631
-8.785000000000004,3.1507371602521386,9.254775833133172,11.718691569312444
-8.775000000000006,2.9140288864565926,8.52405630641254,10.792220773271808
-8.765000000000004,2.665576784840891,7.750792390340241,9.813919605573867
-8.755000000000006,2.416569952014956,6.964413091433881,8.821519545482122
-8.745000000000005,2.178289472463723,6.193468277684561,7.8517076286171585
-8.735000000000007,1.9618038722993305,5.464607453182456,6.938857952002781
-8.725000000000005,1.7777484470223865,4.801850697502194,6.114131053279926
-8.715000000000007,1.6361821794229212,4.226157334112111,5.40494352146117
-8.705000000000005,1.54650180124878,3.7552599233038633,4.834761770001026
-8.695000000000007,1.5173817612965141,3.403700742984061,4.423135522678322
-8.685000000000006,1.5567031397459459,3.18298862693263,4.185862881579223
-8.675000000000008,1.6714350087777943,3.1017879271796343,4.135172520095558
-8.665000000000006,1.8674387601851739,3.166058797013231,4.2798200066072924
-8.655000000000008,2.149179050181117,3.379087618678198,4.625022748352388
-8.645000000000007,2.5193429526376683,3.741375411420764,5.172197811718239
-8.635000000000009,2.9783895914845355,4.250386491142075,5.9185136285067514
-8.625000000000007,3.5240732584323076,4.900194840415353,6.856314042713874
-8.615000000000009,4.1510007879737465,5.681096710863049,7.972514671353483
