MO_Energy_eV,Cl-Hg,Cl-Se,Hg-Se
-8.72326733383127,0.03481735169336214,-0.010777815788231976,0.026744504363072647
-8.723048627889499,0.03480556329744398,-0.01077854059253575,0.026735454025720598
-8.72283389231991,0.0348218884094194,-0.010779638709800149,0.0267463575582881
-8.593456755678742,0.022125163171825654,0.004915367498697706,0.0022692511464362645
-8.59335607065103,0.022115200750478396,0.004917553482989286,0.002260092305144505
-8.593141578762022,0.02212413529128831,0.004918025704143808,0.002253983569771587
-8.481725490976872,0.0005884493024087021,0.0064353048218231635,-0.010708526221478507
-8.328999434672454,0.00040845920347940207,-0.00017139804937513664,0.03846839810385815
-8.311012951195814,0.026919879232268944,-0.0028566345712109456,-0.021964780014249074
-8.310883594081867,0.026900961467817768,-0.0028517890330005406,-0.021924940477086652
-8.310835929430572,0.026879960700185883,-0.002849440842758789,-0.021945409118688558
-7.989992246689521,0.0008954119245344408,-0.001179522946427453,0.006782519046339154
-7.9898367214672446,0.0008684052902665886,-0.0011748481399422013,0.006766035578841249
-7.989807053504791,0.0008396712640910659,-0.0011726018081674036,0.006813216186630298
-7.90150205498596,-0.015025471077735119,0.006465889759977569,-0.01796528656229238
-7.901448886426432,-0.015033294639788844,0.006465905677432533,-0.01799188802125761
-7.900876085732201,-0.014995672978591553,0.006468385497852577,-0.017956016406123758
-7.836764018233535,-0.01195056433323674,0.0016621360031266765,0.0015848814272501103
-7.836712303756629,-0.011937645330329793,0.001662392492209674,0.001587487776021782
-7.8363259340899285,-0.011938560308544642,0.0016625416104983546,0.0015707704958249932
-7.816922788588122,-0.04819172574267442,0.005622535630706817,-0.03255882729570934
-7.8164002915697735,-0.048126821371316075,0.005609818153015391,-0.03256854864549791
-7.790138893189801,-0.04217185576148291,0.008390608357845263,-0.007214686885135433
-7.790039892326906,-0.04217584278669404,0.008397042941590422,-0.007193313459823153
-7.789764812847805,-0.04220043656893751,0.008384164044461679,-0.007271689751271323
-7.710481709515098,-0.014614923819622604,0.004634929286221015,0.01631696306590995
-7.709798225110813,-0.014653238410738106,0.004641098968804727,0.016311852494527233
-7.556268339125187,-0.06180161189919466,0.011785124849263879,0.002598770307590997
-7.555885810729228,-0.061816987520605216,0.011791593921175639,0.0025826275839339534
-7.55566266963196,-0.061820869352552016,0.011792694362458576,0.002598667632193422
-7.453837683971587,-0.02656402360830636,0.005388389735118474,-0.01915532501959437
-7.453682307609071,-0.026560462599700786,0.005389342028551924,-0.019142099302348715
-7.45329510098591,-0.026576547806753004,0.005392874614770062,-0.019116221172826416
-7.425101211596707,-0.011183995794196575,0.002175417850454986,-0.0015452984246902646
-7.424614243815664,-0.011214179496169575,0.0021840460291268817,-0.001545303232573056
-7.347433458298246,-0.00552963768886137,0.0021870387888243705,0.01752094597459631
-7.347114734786649,-0.005544205624746235,0.002189601789676818,0.017506959678762857
-7.346997893633696,-0.005534133681873077,0.002190915702129841,0.017521039142373445
-7.185919924062846,-0.007092813371851936,0.0011856316092442162,-0.006084527582121316
-7.185763038951217,-0.0070901467390593696,0.001184738151979536,-0.006106282002876035
-7.185446465605555,-0.007068907932262738,0.0011799887931120275,-0.006044688451443632
-4.632095036203171,-0.06120442798776887,0.0044025585907462115,-0.872569577151104
-3.9367705089391993,-0.22408927771892923,0.0047602244718223125,-0.5118250991492955
-3.8579990522882004,-0.13023046307361738,0.00649817741973822,-0.7916619161022761
-3.857847038912778,-0.13113405695418884,0.006519417814295015,-0.7922452904492737
