Energy_eV,Cl,Te,Zn
-8.995000000000001,12.538277622274322,20.899534787905143,24.690478142291678
-8.985,13.367305574354937,22.716372766351267,26.81332265001022
-8.975000000000001,14.123503076730064,24.492494157411986,28.891023610379705
-8.965,14.797163280597683,26.204132549940258,30.897912385943222
-8.955000000000002,15.382395630598516,27.82963348354167,32.8108891385681
-8.945,15.877461229107507,29.35045487432608,34.61044197005942
-8.935000000000002,16.284881337667514,30.752118526932612,36.2815954302471
-8.925,16.611314183553404,32.02505281109608,37.814730543360355
-8.915000000000003,16.86720857991351,33.165257091038725,39.20620862279441
-8.905000000000001,17.066254737680314,34.17471521708774,40.4587274527005
-8.895000000000003,17.22466294938814,35.061491429692396,41.58134442092818
-8.885000000000002,17.360309667111366,35.83945914155817,42.589118892455076
-8.875000000000004,17.491797956972462,36.52764098901172,43.5023552528101
-8.865000000000002,17.63748523645741,37.14917473281085,44.34546582239199
-8.855000000000004,17.814535098971803,37.72995946074757,45.14551420831421
-8.845000000000002,18.03805111774642,38.2970742231756,45.93053822097943
-8.835000000000004,18.320347894803533,38.877090633982746,46.72778072587903
-8.825000000000003,18.67040753066754,39.49441700581595,47.561971454038186
-8.815000000000005,19.09355783654337,40.169811216202426,48.4537999587941
-8.805000000000003,19.591392377641803,40.91918237492565,49.41869970980905
-8.795000000000005,20.16193300049314,41.75276994310164,50.46602892098476
-8.785000000000004,20.800014763359705,42.67474804888131,51.59869068532911
-8.775000000000006,21.497853558129137,43.683258588094695,52.81319018421189
-8.765000000000004,22.245740717923837,44.770835773916644,54.100086919179255
-8.755000000000006,23.03279878658214,45.925152657394555,55.44477048045275
-8.745000000000005,23.847729921786097,47.130000449138315,56.82847239773878
-8.735000000000007,24.67949363828564,48.36640548258552,58.229424449710905
-8.725000000000005,25.51786313398253,49.61379515845523,59.6240831767338
-8.715000000000007,26.353827521939216,50.85113994222132,60.98835704951344
-8.705000000000005,27.1798282755499,52.058018927509934,62.298791663327926
-8.695000000000007,27.989838959554017,53.21557679650125,63.533684510576705
-8.685000000000006,28.77931476370061,54.30735602312509,64.6741105971057
-8.675000000000008,29.545049918405613,55.31999712877186,65.70484160546596
-8.665000000000006,30.284985187434014,56.243800875289324,66.61513491414551
-8.655000000000008,30.99800402818508,57.073140633019946,67.39935711244898
-8.645000000000007,31.683745782594986,57.80670367458113,68.05739383213923
-8.635000000000009,32.34244970850591,58.44753079487172,68.59478859483023
-8.625000000000007,32.974827879954354,59.002818677140766,69.02255251147135
